0	0	0	105	0	0	0	
0	0	19	0	15	0	0	
138	0	81	0	125	4	6	
0	0	0	0	88	0	13	
0	0	0	0	183	0	0	
0	0	0	15	0	0	0	
0	0	46	0	0	0	69	
0	35	37	31	0	0	0	
16	0	0	0	0	0	0	
0	0	2	0	0	18	0	
0	0	0	0	0	30	0	
7	0	0	23	0	0	0	
0	0	0	0	140	0	0	
0	0	0	0	0	18	0	
0	0	43	0	0	0	0	
0	0	64	0	2	0	0	
0	0	113	0	0	0	148	
0	0	0	0	16	0	0	
0	0	43	0	0	0	0	
2	0	0	149	0	0	0	
102	0	0	0	15	43	0	
25	0	0	27	0	0	0	
0	0	0	91	0	0	0	
0	0	0	52	0	0	0	
0	28	0	0	0	0	0	
0	45	33	0	0	0	0	
0	0	0	0	0	119	0	
0	0	2	0	0	83	93	
0	0	0	0	36	0	0	
0	63	0	0	47	0	0	
0	49	0	0	0	68	232	
0	0	0	65	0	0	0	
0	0	0	24	0	29	0	
0	0	1	27	0	0	0	
4	0	0	0	27	0	93	
0	0	0	0	18	0	144	
0	0	0	0	20	0	0	
0	0	0	0	0	0	18	
133	0	0	0	0	0	0	
1	85	9	0	0	0	0	
0	0	4	124	0	74	7	
78	0	0	24	0	0	0	
0	0	0	0	0	28	0	
0	0	0	0	25	0	16	
186	0	0	0	0	0	0	
0	0	0	0	0	20	0	
0	0	0	15	21	0	0	
0	0	17	16	0	0	1	
136	0	4	0	3	43	0	
0	0	89	0	0	0	0	
