0.390997	0.001443	0.011839	0.001691	0.036129	0.059829	0.068292	0.137421	0.023166	0.180090	0.024197	0.006852	0.018227	0.011531	0.028297	
0.523340	0.005395	0.056255	0.003366	0.027617	0.025430	0.032660	0.076059	0.058303	0.091411	0.005760	0.021087	0.029401	0.039789	0.004129	
0.498358	0.003997	0.018907	0.002574	0.034411	0.039250	0.036274	0.128641	0.017182	0.166965	0.008429	0.006649	0.019619	0.015225	0.003519	
0.543445	0.005679	0.041114	0.005050	0.005444	0.052441	0.095550	0.015232	0.050284	0.012872	0.039178	0.016598	0.010100	0.043804	0.063207	
0.239355	0.002281	0.088348	0.002298	0.040940	0.037587	0.074861	0.027183	0.217299	0.018681	0.027991	0.068851	0.052846	0.056879	0.044598	
0.393791	0.004073	0.054977	0.003753	0.017674	0.047983	0.092598	0.024998	0.124521	0.017394	0.036160	0.041526	0.023855	0.058702	0.057994	
0.392021	0.002782	0.042029	0.003574	0.016047	0.061919	0.109950	0.030209	0.097431	0.027658	0.047049	0.029683	0.025445	0.038949	0.075253	
0.408806	0.003205	0.126142	0.002322	0.026741	0.028098	0.051411	0.038882	0.094276	0.042546	0.009336	0.033851	0.041978	0.079142	0.013264	
0.427192	0.003519	0.143503	0.002569	0.015895	0.035851	0.067651	0.031212	0.052682	0.039668	0.011356	0.024668	0.017867	0.110002	0.016364	
0.298534	0.001448	0.153985	0.001641	0.029163	0.039836	0.075785	0.024602	0.120050	0.028651	0.018211	0.042280	0.039744	0.097773	0.028297	
0.337006	0.002329	0.140727	0.002022	0.031697	0.030712	0.060545	0.023387	0.135258	0.022086	0.014333	0.045513	0.050325	0.081450	0.022610	
0.258370	0.001373	0.153133	0.001752	0.042043	0.037609	0.070354	0.012508	0.172164	0.016011	0.020314	0.054320	0.054561	0.073176	0.032310	
0.376793	0.002371	0.161504	0.001737	0.017730	0.037488	0.069234	0.041640	0.049346	0.054123	0.008643	0.025316	0.017789	0.125205	0.011082	
0.394315	0.003504	0.182847	0.002216	0.019927	0.025176	0.056129	0.015216	0.082672	0.018476	0.002740	0.035706	0.026700	0.130673	0.003702	
0.254538	0.001174	0.198639	0.000801	0.036281	0.024275	0.053285	0.023105	0.148199	0.025101	0.002707	0.053932	0.051317	0.123233	0.003413	
0.554097	0.003320	0.037211	0.002120	0.018027	0.005696	0.011616	0.087249	0.076845	0.061942	0.002780	0.024497	0.092783	0.017973	0.003845	
0.627447	0.003087	0.014612	0.001992	0.005866	0.005813	0.010220	0.107735	0.022196	0.077963	0.002514	0.008295	0.094948	0.014095	0.003214	
0.540218	0.001232	0.034383	0.000979	0.009821	0.010504	0.019102	0.110671	0.039692	0.080842	0.004865	0.013942	0.102559	0.024192	0.006998	
0.503640	0.004176	0.038314	0.004181	0.012426	0.059281	0.095987	0.041245	0.034125	0.052034	0.039170	0.010077	0.012157	0.032450	0.060738	
0.211296	0.004244	0.099632	0.001834	0.034031	0.006349	0.041421	0.045154	0.264098	0.016399	0.002559	0.096500	0.045531	0.127433	0.003519	
0.319390	0.003624	0.079866	0.002392	0.026166	0.026476	0.060638	0.048429	0.169801	0.034805	0.015823	0.060936	0.038870	0.088633	0.024153	
0.285240	0.003922	0.080685	0.002247	0.031938	0.015694	0.047580	0.045926	0.218415	0.023488	0.010611	0.076704	0.050799	0.090273	0.016479	
0.227656	0.004976	0.060554	0.001992	0.007970	0.012829	0.064644	0.070350	0.220212	0.030406	0.007015	0.092983	0.010163	0.178262	0.009989	
0.365633	0.004910	0.069176	0.002887	0.015930	0.025113	0.061877	0.054207	0.142324	0.039848	0.013086	0.056762	0.019111	0.109944	0.019194	
