0.644567	0.003494	0.065518	0.000821	0.046929	0.012532	0.016392	0.068104	0.021789	0.056676	0.003535	0.007640	0.033928	0.013300	0.004774	
0.414470	0.005601	0.078028	0.002676	0.033488	0.036726	0.051335	0.106219	0.045117	0.082911	0.011464	0.031392	0.042991	0.053159	0.004423	
0.371192	0.007591	0.046906	0.001796	0.046397	0.029548	0.033533	0.175231	0.046497	0.126547	0.009386	0.029245	0.028785	0.035593	0.011752	
0.512690	0.001581	0.018485	0.009712	0.009192	0.117638	0.177547	0.029830	0.024477	0.022394	0.037819	0.009316	0.007913	0.015620	0.005785	
0.358377	0.004634	0.091606	0.004157	0.022790	0.052814	0.086500	0.074216	0.073967	0.054444	0.018180	0.041566	0.036601	0.073316	0.006831	
0.342300	0.003228	0.126894	0.006132	0.007223	0.074337	0.110439	0.022995	0.066390	0.019340	0.026762	0.039651	0.044621	0.101219	0.008467	
0.411644	0.001207	0.056714	0.001452	0.024362	0.016759	0.079444	0.020005	0.193085	0.019580	0.014154	0.052887	0.012317	0.061734	0.034656	
0.315690	0.002287	0.118968	0.000637	0.021685	0.007180	0.053798	0.019336	0.195685	0.016107	0.012224	0.063803	0.028790	0.108736	0.035076	
0.322562	0.001302	0.099215	0.004818	0.007462	0.058186	0.088170	0.015929	0.145610	0.017483	0.032601	0.031934	0.017983	0.101958	0.054788	
0.246691	0.001294	0.130575	0.001821	0.011131	0.022286	0.034447	0.018500	0.206632	0.021281	0.028092	0.040695	0.019217	0.136296	0.081042	
0.366083	0.001232	0.080026	0.002649	0.017053	0.031687	0.074801	0.018866	0.175342	0.020101	0.022338	0.042411	0.015567	0.083834	0.048010	
0.169280	0.003801	0.159150	0.000897	0.017991	0.012903	0.022493	0.056014	0.193264	0.040215	0.020476	0.057498	0.030972	0.153139	0.061907	
0.588749	0.003283	0.072419	0.000855	0.042858	0.012156	0.030312	0.057466	0.055471	0.046231	0.004226	0.021062	0.031694	0.027565	0.005651	
0.358467	0.004078	0.158790	0.001452	0.020052	0.018732	0.025878	0.036791	0.083388	0.039884	0.010450	0.044709	0.067344	0.116285	0.013701	
0.346656	0.005656	0.116551	0.001376	0.034714	0.020792	0.027295	0.099540	0.082134	0.070985	0.010480	0.040050	0.039345	0.086303	0.018123	
0.590818	0.002199	0.015434	0.000756	0.019806	0.010293	0.034046	0.044321	0.058973	0.092926	0.002981	0.023102	0.088471	0.012435	0.003439	
0.606497	0.001438	0.041307	0.000856	0.005425	0.010417	0.014496	0.012336	0.028679	0.095784	0.003812	0.015204	0.127820	0.032466	0.003464	
0.441456	0.006455	0.020178	0.002598	0.042516	0.037992	0.055152	0.153855	0.038242	0.118142	0.010393	0.024578	0.029942	0.013389	0.005113	
0.360833	0.002362	0.082745	0.002310	0.013456	0.029580	0.040450	0.046373	0.126358	0.061599	0.021282	0.029411	0.047521	0.086774	0.048947	
0.189137	0.008118	0.166183	0.000932	0.031661	0.016902	0.017900	0.128128	0.083286	0.088813	0.007086	0.062788	0.061464	0.131169	0.006434	
0.190902	0.003958	0.193005	0.001351	0.009066	0.017243	0.022900	0.029557	0.147816	0.033681	0.017155	0.060206	0.066356	0.167962	0.038842	
0.463254	0.000928	0.046028	0.002019	0.023483	0.023200	0.089608	0.012409	0.170523	0.017445	0.013804	0.048144	0.016435	0.047396	0.025324	
0.412311	0.002609	0.087260	0.000614	0.027387	0.006794	0.069019	0.024645	0.161909	0.023640	0.004756	0.064607	0.036209	0.071010	0.007231	
0.448836	0.002256	0.046205	0.004083	0.020191	0.050033	0.099556	0.041541	0.105627	0.040078	0.019910	0.034291	0.024979	0.044202	0.018213	
