0.563299	0.000704	0.010700	0.000572	0.057650	0.029504	0.061310	0.086828	0.009576	0.124596	0.001446	0.004677	0.040227	0.006339	0.002572	
0.505551	0.008998	0.022137	0.000594	0.014864	0.035381	0.016435	0.179424	0.025813	0.117334	0.011113	0.015264	0.022529	0.020964	0.003601	
0.492820	0.007479	0.041249	0.000774	0.027165	0.031735	0.019273	0.150934	0.025277	0.101229	0.009219	0.035738	0.037042	0.016846	0.003220	
0.336224	0.001245	0.039640	0.005371	0.007687	0.044422	0.098158	0.020928	0.217382	0.018757	0.033409	0.031494	0.011408	0.128890	0.004986	
0.403490	0.001385	0.095766	0.007839	0.021562	0.064922	0.141078	0.023870	0.124452	0.018988	0.004676	0.033700	0.029069	0.023958	0.005247	
0.396437	0.003479	0.047890	0.004792	0.010693	0.048048	0.088560	0.065282	0.146190	0.045497	0.020718	0.024602	0.016420	0.076078	0.005314	
0.403454	0.000558	0.101388	0.008107	0.029660	0.063708	0.143589	0.010256	0.121404	0.011374	0.003170	0.045937	0.037668	0.016491	0.003236	
0.292983	0.000887	0.230620	0.000502	0.022968	0.033800	0.073254	0.012842	0.104939	0.012636	0.007974	0.042869	0.031788	0.110972	0.020965	
0.257408	0.000786	0.168539	0.001026	0.004310	0.033492	0.073825	0.011655	0.188663	0.010200	0.027688	0.025852	0.006642	0.173394	0.016519	
0.337365	0.000855	0.133338	0.001938	0.025419	0.033225	0.072656	0.022224	0.135626	0.026030	0.018061	0.043127	0.030087	0.108448	0.011600	
0.298937	0.000829	0.188069	0.002351	0.007313	0.045554	0.101281	0.014648	0.144333	0.017227	0.013167	0.013730	0.009871	0.122879	0.019810	
0.302342	0.000626	0.141323	0.000613	0.036162	0.018236	0.039887	0.010484	0.148746	0.009630	0.025410	0.080443	0.047199	0.130512	0.008387	
0.383564	0.004129	0.153325	0.000551	0.020066	0.036452	0.053792	0.082402	0.064804	0.056603	0.006943	0.028849	0.026797	0.068712	0.013012	
0.403067	0.003774	0.124589	0.000757	0.041269	0.023574	0.031763	0.067149	0.056068	0.048441	0.008487	0.071726	0.059422	0.047226	0.012690	
0.411245	0.004292	0.136628	0.000459	0.038608	0.027335	0.033112	0.082168	0.039633	0.055485	0.005125	0.063119	0.053124	0.039671	0.009995	
0.497155	0.007755	0.040420	0.000519	0.028260	0.008968	0.010160	0.090053	0.014890	0.102956	0.002857	0.034110	0.082894	0.008748	0.070256	
0.497296	0.008184	0.033514	0.000677	0.018895	0.007910	0.016061	0.082392	0.022300	0.109123	0.002516	0.015705	0.081802	0.015171	0.088453	
0.498864	0.007737	0.032074	0.001575	0.018627	0.016211	0.030360	0.085627	0.028428	0.104539	0.002274	0.014450	0.073150	0.010001	0.076085	
0.439184	0.005742	0.020687	0.000714	0.017208	0.010941	0.021941	0.068373	0.095452	0.087227	0.019264	0.022354	0.056320	0.076791	0.057803	
0.360100	0.002950	0.082704	0.000538	0.033286	0.012725	0.021613	0.040971	0.126844	0.039032	0.025271	0.071337	0.055298	0.106379	0.020951	
0.362803	0.003460	0.051982	0.000673	0.027186	0.008913	0.017232	0.039819	0.145287	0.044836	0.030129	0.063902	0.055106	0.118124	0.030550	
0.310450	0.000762	0.075902	0.001896	0.030021	0.019308	0.043389	0.012382	0.191906	0.012010	0.035885	0.076360	0.039841	0.145395	0.004493	
0.382248	0.001963	0.064114	0.005645	0.019368	0.046310	0.100709	0.028025	0.152720	0.026842	0.018107	0.039904	0.031709	0.070258	0.012077	
0.376059	0.002250	0.043662	0.005099	0.011900	0.041114	0.093515	0.026983	0.171929	0.034425	0.023603	0.027337	0.027199	0.093143	0.021780	
