0.008432	0.002578	0.082045	0.014394	0.006957	0.003329	0.002009	0.000726	0.008228	0.006959	0.001729	0.000228	0.008164	0.000228	0.003942	0.002222	0.012941	0.001846	0.007258	0.001135	0.010047	0.321490	0.002824	0.005569	0.004308	0.001883	0.001188	0.002806	0.003859	0.000228	0.001523	0.003004	0.005448	0.002650	0.082045	0.224286	0.001523	0.002675	0.001461	0.006869	0.003515	0.111474	0.003090	0.001239	0.007290	0.003873	0.002227	0.002431	0.002009	0.001815	
0.007417	0.006041	0.006515	0.085979	0.017055	0.007492	0.004616	0.001411	0.020148	0.016993	0.010957	0.000164	0.015856	0.000164	0.008941	0.005150	0.200813	0.001471	0.006050	0.014701	0.028281	0.026032	0.012318	0.015820	0.065581	0.025829	0.003555	0.007031	0.013077	0.000164	0.003224	0.019962	0.037706	0.006219	0.006515	0.067373	0.003224	0.014280	0.003015	0.027974	0.052861	0.021458	0.006928	0.000981	0.051420	0.003653	0.005094	0.002270	0.004616	0.025604	
0.009989	0.002567	0.006371	0.073836	0.014728	0.007883	0.001984	0.000674	0.015782	0.007043	0.003393	0.000165	0.021554	0.000165	0.009410	0.002203	0.256317	0.003674	0.015412	0.018908	0.017951	0.024805	0.004181	0.007973	0.084511	0.033047	0.001573	0.007613	0.009443	0.000165	0.003388	0.006097	0.011394	0.002640	0.006371	0.081389	0.003388	0.020111	0.003221	0.010054	0.068110	0.024944	0.007289	0.002358	0.035931	0.007930	0.002254	0.004859	0.001984	0.032966	
0.031527	0.003069	0.002027	0.139403	0.060017	0.011050	0.002356	0.000754	0.090640	0.008545	0.001819	0.000130	0.081071	0.000130	0.013210	0.002623	0.012917	0.019103	0.082224	0.001039	0.061681	0.007721	0.003225	0.049514	0.004220	0.002288	0.014581	0.009067	0.004599	0.000130	0.004690	0.003259	0.006006	0.003158	0.002027	0.008419	0.004690	0.019943	0.004804	0.103750	0.003425	0.003486	0.010210	0.011988	0.012436	0.043537	0.003053	0.026364	0.002356	0.001721	
0.025270	0.004591	0.002252	0.028804	0.085298	0.004604	0.003513	0.001086	0.076449	0.012882	0.023961	0.000143	0.093596	0.000143	0.005486	0.003917	0.055401	0.018725	0.081029	0.003780	0.015484	0.010493	0.021930	0.005512	0.016512	0.006625	0.003184	0.003998	0.007615	0.000143	0.002006	0.043705	0.082990	0.004726	0.002252	0.018410	0.002006	0.021975	0.002323	0.010132	0.013329	0.006173	0.004261	0.011757	0.072401	0.040341	0.004314	0.024448	0.003513	0.006509	
0.021182	0.015541	0.002246	0.095540	0.050742	0.002939	0.011807	0.003404	0.065541	0.044251	0.002908	0.000136	0.068253	0.000136	0.003494	0.013207	0.072046	0.015642	0.067258	0.005365	0.041945	0.008656	0.011468	0.026615	0.023667	0.009791	0.008183	0.002742	0.023711	0.000136	0.001307	0.005431	0.009776	0.016008	0.002246	0.024040	0.001307	0.020451	0.001602	0.054061	0.019092	0.007559	0.002724	0.009827	0.015631	0.034826	0.013361	0.021105	0.011807	0.009287	
0.046998	0.002268	0.002467	0.013015	0.118637	0.003485	0.001748	0.000577	0.118184	0.006269	0.002899	0.000121	0.160634	0.000121	0.004150	0.001943	0.011342	0.037890	0.163531	0.000896	0.009858	0.009569	0.003624	0.003130	0.003608	0.001539	0.004614	0.002905	0.003421	0.000121	0.001526	0.005226	0.009784	0.002333	0.002467	0.009150	0.001526	0.038600	0.002359	0.006077	0.002930	0.003966	0.003226	0.023726	0.010683	0.081473	0.002854	0.049310	0.001748	0.001477	
0.005792	0.031493	0.007421	0.093847	0.009578	0.004664	0.023895	0.006799	0.018575	0.089905	0.004436	0.000150	0.010636	0.000150	0.005557	0.026744	0.107497	0.001561	0.006346	0.007954	0.053871	0.029058	0.022118	0.018872	0.035266	0.014463	0.004651	0.004309	0.047229	0.000150	0.002035	0.008452	0.015058	0.032443	0.007421	0.047079	0.002035	0.008864	0.001922	0.036608	0.028438	0.016793	0.004317	0.001032	0.023885	0.004092	0.026305	0.002530	0.023895	0.013806	
0.005496	0.038378	0.015466	0.111660	0.010189	0.002443	0.029111	0.008259	0.027921	0.109622	0.004094	0.000150	0.010127	0.000150	0.002897	0.032586	0.014479	0.001896	0.007785	0.001132	0.068826	0.060610	0.025912	0.031016	0.004571	0.002771	0.008060	0.002076	0.054903	0.000150	0.001108	0.007931	0.013867	0.039537	0.015466	0.045461	0.001108	0.003334	0.001076	0.064033	0.003711	0.021687	0.002267	0.001241	0.013505	0.005515	0.032051	0.003386	0.029111	0.001869	
0.014086	0.022181	0.007793	0.101716	0.039576	0.003890	0.016838	0.004819	0.053513	0.063248	0.011309	0.000144	0.043254	0.000144	0.004631	0.018842	0.024413	0.008696	0.037373	0.001729	0.054132	0.031137	0.022146	0.030667	0.007278	0.003572	0.008668	0.003290	0.032025	0.000144	0.001709	0.020866	0.038979	0.022848	0.007793	0.026580	0.001709	0.010417	0.001799	0.063507	0.005891	0.011857	0.003602	0.005489	0.034873	0.020128	0.018722	0.012220	0.016838	0.002918	
0.009429	0.042350	0.002928	0.128093	0.015744	0.004584	0.032115	0.009088	0.037589	0.121027	0.002350	0.000133	0.019490	0.000133	0.005464	0.035953	0.009440	0.004382	0.018559	0.000777	0.080607	0.011296	0.026863	0.035785	0.003032	0.002277	0.009612	0.003792	0.060461	0.000133	0.001992	0.004821	0.007845	0.043629	0.002928	0.010533	0.001992	0.005585	0.001951	0.074869	0.002468	0.004470	0.004241	0.002789	0.009661	0.011155	0.035420	0.006789	0.032115	0.001260	
0.009844	0.003784	0.013833	0.018481	0.073269	0.003647	0.002907	0.000936	0.053530	0.010520	0.047241	0.000169	0.052165	0.000169	0.004335	0.003236	0.021443	0.005683	0.025041	0.000904	0.013024	0.057894	0.040167	0.005135	0.003477	0.001558	0.001866	0.003043	0.005547	0.000169	0.001621	0.086182	0.163899	0.003893	0.013833	0.039645	0.001621	0.006381	0.001645	0.009665	0.002834	0.019259	0.003379	0.003615	0.132081	0.012263	0.003319	0.007481	0.002907	0.001456	
0.005620	0.048467	0.013697	0.064336	0.012121	0.004578	0.036753	0.010398	0.014411	0.138516	0.006898	0.000148	0.009996	0.000148	0.005454	0.041146	0.021695	0.001427	0.005828	0.001611	0.063977	0.053915	0.034130	0.009314	0.006731	0.003531	0.002460	0.003842	0.069423	0.000148	0.001998	0.013207	0.023627	0.049931	0.013697	0.042492	0.001998	0.003440	0.001884	0.018255	0.005451	0.019719	0.004237	0.000948	0.023053	0.003354	0.040446	0.002084	0.036753	0.002708	
0.007575	0.041110	0.002230	0.092916	0.014036	0.007845	0.031178	0.008830	0.021836	0.117463	0.008506	0.000140	0.011526	0.000140	0.009369	0.034902	0.052961	0.001416	0.005842	0.003870	0.069640	0.009069	0.031079	0.019127	0.016925	0.007482	0.004923	0.006638	0.059657	0.000140	0.003357	0.016039	0.029241	0.042352	0.002230	0.019224	0.003357	0.005301	0.003135	0.038783	0.013661	0.006225	0.007252	0.000938	0.032143	0.003854	0.034314	0.002381	0.031178	0.006667	
0.006722	0.033723	0.002225	0.077471	0.023585	0.006997	0.025583	0.007268	0.024443	0.096299	0.016775	0.000145	0.016296	0.000145	0.008352	0.028635	0.065826	0.001311	0.005549	0.004674	0.056801	0.009756	0.033363	0.014670	0.020525	0.008724	0.003740	0.006000	0.049383	0.000145	0.003007	0.031021	0.057988	0.034741	0.002225	0.021838	0.003007	0.005783	0.002810	0.029125	0.016562	0.006916	0.006470	0.000874	0.055215	0.003377	0.028156	0.002096	0.025583	0.008071	
0.067746	0.001719	0.002736	0.060705	0.007358	0.096926	0.001335	0.000471	0.008540	0.004671	0.003125	0.000135	0.007223	0.000135	0.116072	0.001479	0.014140	0.001331	0.005374	0.001111	0.153077	0.010605	0.003476	0.004453	0.004525	0.001909	0.001294	0.078905	0.002696	0.000135	0.040553	0.005618	0.010534	0.001767	0.002736	0.010536	0.040553	0.002209	0.037392	0.008769	0.003671	0.004500	0.089481	0.000883	0.067982	0.002924	0.001485	0.001820	0.001335	0.001842	
0.053348	0.002139	0.003484	0.064222	0.007326	0.075175	0.001655	0.000566	0.008555	0.005860	0.002231	0.000143	0.009337	0.000143	0.090017	0.001837	0.080707	0.001679	0.006834	0.006019	0.119782	0.013439	0.003002	0.004820	0.026586	0.010494	0.001188	0.061525	0.004823	0.000143	0.031475	0.003986	0.007407	0.002200	0.003484	0.029394	0.031475	0.006851	0.029040	0.007866	0.021444	0.009795	0.069403	0.001103	0.058190	0.003632	0.001845	0.002252	0.001655	0.010426	
0.056290	0.001919	0.003212	0.105007	0.007039	0.078939	0.001487	0.000515	0.021581	0.005241	0.002576	0.000137	0.007322	0.000137	0.094526	0.001649	0.012282	0.001443	0.005841	0.000985	0.142986	0.012420	0.003152	0.024629	0.003955	0.001907	0.006461	0.064271	0.002941	0.000137	0.033043	0.004619	0.008623	0.001973	0.003212	0.011384	0.033043	0.002213	0.030478	0.051284	0.003213	0.005031	0.072877	0.000953	0.055455	0.004236	0.001655	0.002610	0.001487	0.001622	
0.027344	0.008754	0.011647	0.164713	0.005834	0.034664	0.006668	0.001973	0.039468	0.024793	0.001845	0.000148	0.006413	0.000148	0.041491	0.007450	0.011236	0.001347	0.005371	0.000932	0.106950	0.045431	0.006599	0.053708	0.003676	0.002215	0.013832	0.028265	0.012650	0.000148	0.014561	0.003377	0.006051	0.009015	0.011647	0.034022	0.014561	0.002163	0.013453	0.112099	0.002990	0.016358	0.032009	0.000897	0.026589	0.005552	0.007350	0.003402	0.006668	0.001520	
0.025160	0.003840	0.002729	0.056427	0.053285	0.030661	0.002946	0.000934	0.044921	0.010714	0.036685	0.000152	0.035568	0.000152	0.036696	0.003281	0.017706	0.003251	0.014350	0.000799	0.062600	0.013442	0.031716	0.014493	0.003064	0.001491	0.004076	0.025002	0.005607	0.000152	0.012892	0.066920	0.127222	0.003952	0.002729	0.009390	0.012892	0.003873	0.011964	0.030008	0.002498	0.004197	0.028314	0.002089	0.119428	0.007568	0.003303	0.004633	0.002946	0.001284	
0.023416	0.003115	0.005584	0.058465	0.047297	0.029135	0.002398	0.000784	0.040208	0.008631	0.033490	0.000156	0.030998	0.000156	0.034867	0.002667	0.036472	0.002545	0.011211	0.002236	0.059160	0.024361	0.028717	0.014417	0.009518	0.003988	0.003902	0.023852	0.005021	0.000156	0.012257	0.061072	0.116101	0.003205	0.005584	0.022009	0.012257	0.004410	0.011362	0.029218	0.007697	0.009305	0.026906	0.001649	0.111448	0.006022	0.002682	0.003699	0.002398	0.003797	
0.041874	0.003097	0.002042	0.043567	0.106269	0.002987	0.002376	0.000754	0.113085	0.008638	0.003702	0.000123	0.142742	0.000123	0.003553	0.002646	0.009966	0.033522	0.144651	0.000783	0.019839	0.007967	0.004759	0.014721	0.003091	0.001476	0.007146	0.002493	0.004564	0.000123	0.001319	0.006704	0.012572	0.003187	0.002042	0.007617	0.001319	0.034144	0.002059	0.030552	0.002514	0.003291	0.002766	0.020998	0.012441	0.072698	0.003436	0.044002	0.002376	0.001278	
0.036845	0.004331	0.004218	0.077778	0.047683	0.028684	0.003315	0.001028	0.057130	0.012143	0.004130	0.000139	0.062586	0.000139	0.034330	0.003696	0.062057	0.014162	0.060878	0.004613	0.063412	0.016498	0.005826	0.019118	0.020274	0.008224	0.006147	0.023631	0.007508	0.000139	0.012059	0.007491	0.014022	0.004458	0.004218	0.026598	0.012059	0.018141	0.011468	0.038415	0.016359	0.009561	0.026488	0.008904	0.033638	0.031249	0.003983	0.018945	0.003315	0.007969	
