0.021717	0.021717	0.021717	0.031218	0.021717	0.047845	0.834069	
0.042689	0.040336	0.221513	0.021513	0.209748	0.023866	0.440336	
0.105353	0.036140	0.465735	0.026594	0.033754	0.040914	0.291510	
0.836054	0.040816	0.028912	0.024150	0.024150	0.019388	0.026531	
0.298917	0.097495	0.040623	0.031144	0.334462	0.144888	0.052471	
0.318733	0.148922	0.255054	0.035714	0.047507	0.073450	0.120620	
0.626218	0.042689	0.028571	0.030924	0.202689	0.030924	0.037983	
0.107228	0.311503	0.254496	0.031218	0.128605	0.130981	0.035969	
0.055102	0.662245	0.038435	0.038435	0.024150	0.038435	0.143197	
0.100348	0.066202	0.036934	0.036934	0.054007	0.512544	0.193031	
0.039775	0.035134	0.025853	0.021213	0.037454	0.800795	0.039775	
0.188613	0.088369	0.039469	0.019909	0.266853	0.347538	0.049249	
0.057800	0.021018	0.106076	0.039409	0.414122	0.223317	0.138259	
0.025914	0.046844	0.046844	0.102658	0.481728	0.265449	0.030565	
0.070427	0.028371	0.056409	0.047063	0.469960	0.280708	0.047063	
0.019342	0.031218	0.389888	0.387513	0.090601	0.057346	0.024092	
0.026468	0.016966	0.375636	0.487275	0.038344	0.031218	0.024092	
0.136054	0.024150	0.024150	0.667007	0.038435	0.024150	0.086054	
0.133040	0.033514	0.424509	0.028775	0.102234	0.104604	0.173324	
0.031218	0.263997	0.021717	0.458772	0.152358	0.050221	0.021717	
0.060007	0.281964	0.255711	0.091033	0.176952	0.112513	0.021821	
0.031978	0.413973	0.063608	0.173097	0.100104	0.056309	0.160932	
0.034161	0.154934	0.345756	0.111456	0.171843	0.089717	0.092133	
0.202721	0.202721	0.259864	0.095578	0.050340	0.155102	0.033673	
