0.012165	0.922645	0.017623	0.009981	0.007798	0.013256	0.016532	
0.016182	0.026479	0.018470	0.043642	0.042498	0.029912	0.822818	
0.025134	0.071672	0.043295	0.027404	0.056916	0.029674	0.745906	
0.347339	0.017466	0.011699	0.070522	0.032460	0.452299	0.068216	
0.032856	0.018199	0.057658	0.024964	0.052021	0.599936	0.214366	
0.322818	0.044786	0.058516	0.019614	0.015038	0.277051	0.262177	
0.303367	0.047074	0.044786	0.027623	0.018470	0.511605	0.047074	
0.157937	0.017188	0.600616	0.039890	0.038755	0.077347	0.068267	
0.099709	0.046542	0.625727	0.086134	0.031836	0.077085	0.032967	
0.277428	0.094133	0.410839	0.043089	0.031488	0.109214	0.033808	
0.144143	0.059778	0.423108	0.116021	0.017034	0.185762	0.054154	
0.553360	0.042722	0.251942	0.054542	0.030902	0.030902	0.035630	
0.058080	0.120375	0.400156	0.028571	0.054801	0.026386	0.311632	
0.017701	0.014411	0.434367	0.106516	0.102130	0.024279	0.300595	
0.127746	0.045957	0.254245	0.030690	0.052500	0.026328	0.462533	
0.034953	0.020362	0.019240	0.069745	0.759981	0.018118	0.077601	
0.023597	0.025829	0.040338	0.041454	0.818240	0.015784	0.034758	
0.012562	0.058786	0.033983	0.091480	0.676598	0.066677	0.059913	
0.044603	0.035714	0.040159	0.700159	0.052381	0.051270	0.075714	
0.358565	0.016751	0.160556	0.190424	0.096397	0.028919	0.148388	
0.272991	0.012562	0.115155	0.395877	0.064423	0.035110	0.103881	
0.626171	0.026632	0.056551	0.080717	0.042742	0.133651	0.033536	
0.380252	0.064641	0.045410	0.063510	0.114415	0.191338	0.140433	
0.078482	0.014918	0.033079	0.229447	0.055781	0.569969	0.018323	
