0.569214	0.001014	0.010028	0.000505	0.054918	0.014351	0.069953	0.086771	0.014239	0.125945	0.001962	0.003321	0.035921	0.008621	0.003237	
0.459959	0.015869	0.029941	0.000580	0.016604	0.046361	0.016060	0.196936	0.022599	0.137703	0.014915	0.010668	0.013353	0.015024	0.003429	
0.445876	0.014091	0.058786	0.000559	0.025947	0.039931	0.012660	0.176986	0.017406	0.125430	0.013389	0.019747	0.027275	0.017680	0.004236	
0.363674	0.002273	0.023439	0.005186	0.004799	0.047511	0.112426	0.014652	0.196921	0.012848	0.030961	0.054330	0.008853	0.118165	0.003961	
0.429948	0.003055	0.083347	0.000453	0.021207	0.061847	0.134662	0.038225	0.117495	0.028588	0.004113	0.020702	0.029426	0.022968	0.003963	
0.394595	0.006289	0.032824	0.003731	0.013712	0.041184	0.071135	0.073349	0.131168	0.056887	0.025623	0.042789	0.015343	0.086949	0.004423	
0.434529	0.001064	0.092586	0.000378	0.026484	0.060465	0.146460	0.016689	0.116971	0.015663	0.002110	0.025492	0.039405	0.017221	0.004483	
0.308573	0.000860	0.189599	0.000658	0.022680	0.041121	0.076809	0.012279	0.152433	0.011629	0.003488	0.025822	0.033345	0.095671	0.025033	
0.277544	0.001438	0.125001	0.003995	0.006987	0.036227	0.068319	0.007840	0.208839	0.008065	0.023308	0.044597	0.010486	0.156178	0.021176	
0.301453	0.001627	0.147238	0.003107	0.024824	0.030799	0.060037	0.014859	0.159594	0.014573	0.018312	0.051165	0.033115	0.123617	0.015681	
0.321620	0.001502	0.133087	0.001660	0.005816	0.047728	0.090475	0.019263	0.186249	0.018435	0.009773	0.017703	0.008890	0.112490	0.025310	
0.281069	0.001665	0.148004	0.004577	0.034001	0.018730	0.038192	0.009919	0.152956	0.010530	0.026900	0.075691	0.045440	0.142043	0.010283	
0.367057	0.001401	0.174241	0.001146	0.055889	0.018897	0.045218	0.032871	0.067355	0.039606	0.006626	0.050901	0.067250	0.062569	0.008970	
0.340954	0.003114	0.204004	0.001263	0.063342	0.016710	0.026943	0.039902	0.046203	0.031977	0.008851	0.069116	0.085401	0.056243	0.005976	
0.364297	0.005945	0.176778	0.000595	0.052318	0.026454	0.028831	0.074309	0.042001	0.053719	0.007200	0.050803	0.067950	0.042766	0.006033	
0.500951	0.003020	0.054196	0.000442	0.018952	0.013424	0.015497	0.095218	0.020211	0.099478	0.003994	0.017175	0.073304	0.015773	0.068365	
0.542750	0.001012	0.017641	0.000489	0.009381	0.007054	0.013499	0.092132	0.019017	0.110703	0.002630	0.006396	0.075188	0.012706	0.089405	
0.532916	0.002187	0.020993	0.000349	0.010869	0.016859	0.030762	0.094411	0.028659	0.105518	0.002738	0.005408	0.064614	0.009868	0.073849	
0.429361	0.001651	0.021971	0.004254	0.008666	0.005725	0.011391	0.060688	0.098869	0.073042	0.025020	0.046679	0.053920	0.098106	0.060657	
0.321301	0.003466	0.106229	0.005114	0.032777	0.009461	0.010737	0.041363	0.117894	0.037501	0.031479	0.080149	0.054333	0.129807	0.018387	
0.357052	0.003291	0.070895	0.004989	0.022604	0.009826	0.012341	0.050920	0.115521	0.050338	0.030607	0.068842	0.050568	0.121158	0.031048	
0.341894	0.001932	0.042288	0.005523	0.009343	0.040335	0.096590	0.009964	0.195737	0.010075	0.032642	0.062146	0.014813	0.131482	0.005236	
0.395211	0.003329	0.055004	0.003342	0.019017	0.039712	0.086021	0.042115	0.133051	0.037560	0.021050	0.045889	0.029190	0.079963	0.009547	
0.425791	0.001037	0.060076	0.001481	0.007243	0.049863	0.114294	0.028877	0.141499	0.032934	0.008444	0.017799	0.026193	0.055770	0.028700	
